,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,totals,weekday,Start_Lon_mean,Start_Lat_mean,End_Lon_mean,End_Lat_mean,Start_Lon_std,Start_Lat_std,End_Lon_std,End_Lat_std,Start_Lon_meanAM,Start_Lat_meanAM,End_Lon_meanAM,End_Lat_meanAM,Start_Lon_stdAM,Start_Lat_stdAM,End_Lon_stdAM,End_Lat_stdAM,Start_Lon_meanPM,Start_Lat_meanPM,End_Lon_meanPM,End_Lat_meanPM,Start_Lon_stdPM,Start_Lat_stdPM,End_Lon_stdPM,End_Lat_stdPM
87,2016-08-27,670,468,294,188,153,94,268,657,1194,2005,2832,3210,3411,3793,3677,3728,3624,3616,3400,2818,1945,1391,1190,1048,45674,5,-73.98517073997517,40.73627396150322,-73.98558607044393,40.735664445828846,0.01791329815425506,0.02809876141481464,0.017943010401215088,0.027852029461090524,-73.98412170628411,40.73814290820834,-73.985892325646,40.73741305349401,0.017534242363648443,0.02807549528859316,0.017213525237492658,0.027275554891639815,-73.98539948680671,40.736109095280526,-73.98551061689106,40.735946232580936,0.01828851513699695,0.028048268463877386,0.01801066340390867,0.02771778877568059
88,2016-08-28,717,440,295,209,148,99,211,492,936,1650,2508,3129,3478,3657,3574,3755,3859,3973,3439,2939,2031,1403,1006,691,44639,6,-73.98541336727466,40.73681568403659,-73.98560600770354,40.73632143920103,0.01792506841672751,0.028479439767043525,0.017908992929555542,0.02838817468842582,-73.98430641681628,40.7380085977284,-73.98660994771075,40.737151205859455,0.017101334141366716,0.028881404797385227,0.017098426707541976,0.028080236675818816,-73.98602066563734,40.7372021629013,-73.98574328316366,40.73696369079335,0.01783634703461046,0.028523639161482237,0.017862835702735797,0.028308801294334506
89,2016-08-29,378,162,70,51,65,317,1405,2909,4814,3636,1913,1840,2245,2230,2337,2440,3263,5922,6397,4417,2779,1757,1249,692,53288,0,-73.98597674118565,40.73901933856686,-73.98584590931245,40.73870077618111,0.016715821873641703,0.02482901612285493,0.01679422707719002,0.02502917666328544,-73.9845219607938,40.739443518857215,-73.98786952565239,40.738382921749775,0.016675341620026294,0.025631168745492386,0.015767968355134526,0.02260138394960042,-73.9871299382564,40.73881546319817,-73.98525055881302,40.73910443040772,0.016481647227355754,0.023965773827873474,0.01696767060184561,0.02593703296976836
90,2016-08-30,374,184,92,42,82,372,1611,3275,5645,3903,2175,2084,2407,2449,2493,2654,3569,6303,6433,4505,2652,1902,1408,791,57405,1,-73.985882867815,40.73869473858477,-73.98606371069128,40.73823662890596,0.016573554748942513,0.025129521553849787,0.016610014020165383,0.025175851410004616,-73.98391050516055,40.73856908667457,-73.98777736938756,40.7374728217467,0.016668513647200425,0.026471754870071886,0.01583791726131013,0.02289113033428708,-73.98713479951216,40.73855368973727,-73.9855487145407,40.73868311005953,0.016365132044306962,0.02416327104366665,0.016715189074433513,0.02607420837170216
91,2016-08-31,414,194,99,43,77,386,1524,3189,5515,4081,2149,2167,2483,2590,2644,2704,3646,6152,6320,4141,2792,1814,1290,800,57214,2,-73.98570523436041,40.7386696194102,-73.98586300600162,40.738266354553254,0.016634223428763174,0.025396316801947268,0.016690698228158253,0.02530605245860085,-73.98396341779552,40.73857694320714,-73.98761369025362,40.73726729311958,0.01690947793135057,0.02670885634592552,0.01607816182512946,0.023124912948112544,-73.98699202540949,40.73830423220774,-73.98535295226344,40.73846427815475,0.01630454398652929,0.024363567791080044,0.016694667641089102,0.02609101944125768
92,2016-09-01,483,130,100,61,48,269,905,1392,2710,1237,1098,1618,2220,2408,1035,1037,2686,4704,4793,3442,2175,1615,1218,803,38187,3,-73.98568238648186,40.7377367886035,-73.98550931405995,40.73731748460033,0.016404719583233557,0.02460605500463777,0.016604473077330026,0.025007456557505983,-73.98344720197095,40.7377673327398,-73.9867058003912,40.73719471422089,0.016309407937155986,0.025354763843317054,0.01580996869638003,0.02272684510017164,-73.98675670934084,40.73841145141112,-73.9854932364761,40.73809471156497,0.016090136193147864,0.02388716605898981,0.016447252689075403,0.02544381978287771
93,2016-09-02,494,251,138,93,98,262,1179,2402,4230,3336,2414,2614,3054,3627,3851,4337,4412,4465,3759,2825,1900,1196,1165,905,53007,4,-73.98560973298295,40.73827637889894,-73.9846081635461,40.73708816203494,0.016959178149265397,0.026474454366238756,0.3218001437110684,0.17888620533794405,-73.98331596166811,40.73863626908597,-73.98693955102473,40.73730512474207,0.017037966160050946,0.02759434400359809,0.01614863178338414,0.024118950323687816,-73.98660601210149,40.73705752203534,-73.9856648715229,40.7372600158192,0.016818480180411134,0.02607694322587381,0.017139722684706548,0.027335159783021045
94,2016-09-03,623,364,265,167,110,84,221,512,1065,1691,2350,2896,3175,3437,3607,3611,3581,3491,3047,2502,1656,1233,1084,858,41630,5,-73.98524189136029,40.736691374022726,-73.98557717796298,40.73611883333671,0.017916467396790158,0.02956704781043007,0.01790912303638114,0.029237078768512344,-73.98335532717299,40.73979323856501,-73.98476168059473,40.73939469927293,0.0172944250599212,0.02908261336027862,0.016710590713920132,0.02816251215830475,-73.98622395239596,40.735940335006745,-73.98631339460611,40.73576648129587,0.01803941012373325,0.029972049861464907,0.017872742207556927,0.029420739079663374
95,2016-09-04,600,380,242,166,107,84,141,377,754,1514,2414,2983,3707,3931,4063,4349,4270,3884,3770,2818,1958,1427,1201,883,46023,6,-73.98554212860026,40.7367137272397,-73.98591448300898,40.736177477052564,0.018307155071398084,0.0300895266927674,0.018169649686841618,0.02984567162962822,-73.9832056138455,40.738851418216846,-73.98504686039766,40.738336724554095,0.017703604078481226,0.030901930273505518,0.017426076387885174,0.029542595168566336,-73.98637342541656,40.73683417905967,-73.98624867109888,40.73637150004742,0.018295792698673475,0.030253457999143682,0.018190043568172172,0.029818748160447824
96,2016-09-05,613,405,234,158,113,88,194,410,840,1485,2289,2924,3426,3638,4047,4262,4337,4166,3787,2991,1925,1420,1017,667,45436,0,-73.98539726761112,40.73670101595732,-73.98560163566482,40.7362249603892,0.017953854649831742,0.029579523608308407,0.017975037018349356,0.029573020962678588,-73.98356921718471,40.7384410693784,-73.984893093927,40.738498999334396,0.017335314745143913,0.029848119545111164,0.017340843773633367,0.029053831659170994,-73.98593178353191,40.73630686651662,-73.98573845175589,40.73630660682847,0.01801754716301378,0.029598867529837793,0.017912602791253247,0.029428797651325608
97,2016-09-06,339,172,91,43,87,421,1486,3139,4651,3609,2098,1972,2327,2533,2470,2520,3217,5761,6141,4036,2397,1450,998,489,52447,1,-73.98622612440397,40.73809931008668,-73.98617491182857,40.73780441216714,0.016447610051016474,0.025138097893271844,0.01651802127885386,0.025365138755846468,-73.98451108812019,40.73752352957347,-73.98798769241004,40.7368570309299,0.0167790454709282,0.025596309991232538,0.015812020211918423,0.02269810993530861,-73.98737027545705,40.73780378176511,-73.98544471170538,40.738354582609894,0.01609298613190553,0.02417691289451884,0.01657813570005511,0.02635581062110411
98,2016-09-07,277,116,55,38,76,450,1718,3677,6119,4247,2185,2300,2555,2648,2661,2878,3749,6417,6769,4568,2837,1958,1384,818,60500,2,-73.98610963998074,40.73833575296245,-73.98624130988868,40.737975437131325,0.016521189385199357,0.025748675723871985,0.016538736676622326,0.025681792125648542,-73.98370956728641,40.73880811862894,-73.9873410853932,40.73761777847081,0.017056399484536876,0.026956501369164262,0.015924690056405132,0.02331572371194309,-73.98753814858227,40.73818446852605,-73.98582837292729,40.73854199863667,0.016090507217968827,0.02449138645542508,0.01655735069358794,0.026506311737955767
99,2016-09-08,403,235,129,57,77,411,1593,3665,6201,4193,2345,2335,2655,2695,2833,3131,3907,6330,6570,4553,2816,1919,1532,1011,61596,3,-73.98630641056133,40.738266586731015,-73.98644936142061,40.737877814739655,0.01648395558156639,0.025858780796883533,0.01652238124043292,0.025718364100457827,-73.98434280137472,40.738574535477284,-73.9877249118972,40.73713253834476,0.016795331729010904,0.02739270309643957,0.015898404350807218,0.02399121461091272,-73.98767815331321,40.73790219326162,-73.98631249368279,40.738480731803705,0.016045398103467154,0.024656193945957267,0.01639719757045515,0.02613845406710871
100,2016-09-09,616,273,121,77,84,376,1388,3150,5564,3922,2418,2358,2760,2935,3156,3278,4274,5978,5209,3475,2074,1367,1074,886,56813,4,-73.98595589334917,40.737675804436954,-73.98616362602819,40.73732105812125,0.016659455826067624,0.026092874770256298,0.01666092219001623,0.02592241013797944,-73.98429141442605,40.73833283583284,-73.98743391370601,40.73729618888591,0.01666357801704326,0.027384319024800253,0.015974119555908998,0.02374643126066161,-73.9872542026806,40.73738968372511,-73.9860999380532,40.737286938428454,0.01646042270021731,0.025141755903713377,0.01670215892852327,0.02676178382887306
101,2016-09-10,667,450,311,200,115,122,296,772,1456,2308,3052,3654,4015,3959,3988,3630,3682,3616,3339,2829,1951,1479,1403,1161,48455,5,-73.98513801902422,40.735135512653095,-73.98551641561707,40.7345713752149,0.017821842923574638,0.028907599801816126,0.017890328822969585,0.028636251489476964,-73.98364349439291,40.736253911131904,-73.98566976111998,40.73567156139936,0.017907693878677473,0.029533484438450136,0.017242195852801616,0.02829931467350557,-73.98595525283676,40.735282902230594,-73.98587188798268,40.73486383468229,0.01777077717661042,0.028515525797167995,0.017849770537127062,0.028254338357994364
102,2016-09-11,897,595,397,235,158,83,211,539,1124,2041,2883,3478,4278,4101,4318,4290,4646,4427,4097,3372,2376,1743,1180,776,52245,6,-73.98545993691029,40.7356197745285,-73.98571862005862,40.735131520196205,0.01802129270907937,0.0292786682090865,0.018022047181225718,0.029129925901398755,-73.98473538553225,40.73706871142063,-73.98637508762461,40.736999438265975,0.017756755628000758,0.02956540588068108,0.017379122624752455,0.02858972014518127,-73.98599294914926,40.735508691808576,-73.98613492830259,40.735010508181894,0.017842469715191458,0.029211432345152374,0.017978144084069447,0.028908088960546013
103,2016-09-12,374,164,93,56,89,417,1640,3593,5671,3815,2350,2203,2743,2740,2858,3171,3889,6911,7024,4553,2733,1922,1318,776,61103,0,-73.98633953220819,40.737853076108046,-73.98621954795874,40.737816175263255,0.016663634784799243,0.02594301904044613,0.016708156158724678,0.026163047633810426,-73.98473587935743,40.73684003358985,-73.98834433130274,40.736538200718115,0.0167725482794065,0.025927171130399503,0.015930460603900496,0.02299949722115437,-73.98769116665098,40.737441513733714,-73.98564574892076,40.73805280338414,0.016336866665237922,0.025252754223930817,0.016864104049840033,0.02734464950370207
104,2016-09-13,350,193,77,66,101,466,1863,4170,6607,4298,2528,2369,2729,2871,2834,3053,3899,6950,7274,4703,2961,2184,1461,832,64839,1,-73.98606333223212,40.73792067251211,-73.98506042115744,40.73690673641353,0.016640897304304444,0.026051889455704885,0.2910371551548841,0.16208037311935447,-73.98435403745475,40.737676024922145,-73.98810008517796,40.73656810126424,0.01677957449624377,0.027786656885659733,0.015810712065640702,0.02374365133355504,-73.98750141759898,40.737573686017534,-73.98574130178453,40.73789382341656,0.016309607636011258,0.024882520744832517,0.016899892084101545,0.027003639367869592
105,2016-09-14,395,236,69,52,89,474,1729,4070,6703,4472,2540,2342,2847,2951,2916,3120,4133,3076,5068,4336,2991,2128,1498,968,59203,2,-73.98589053586373,40.73754410568605,-73.98622094830247,40.737253695974495,0.01652797158020706,0.02638347040371033,0.01656625352451195,0.02592833410193272,-73.9840164900593,40.73729302898742,-73.9878586562334,40.73619811684815,0.01684427004796135,0.028011048203732583,0.016039307879443406,0.024151483750272398,-73.98749601650961,40.736622908894404,-73.98584436170091,40.73724715646025,0.016228353357553755,0.02528808853183568,0.016590847266095186,0.0264237516552494
106,2016-09-15,470,220,115,64,99,429,1704,4131,6599,4397,2605,2517,2885,3052,3251,3384,4478,7164,7224,4807,2954,2079,1591,1112,67331,3,-73.98621850147329,40.738013615241044,-73.98637192987086,40.73775794089828,0.01651072696494511,0.02584587390336133,0.01655617655371055,0.0258397236161358,-73.98448601408296,40.737381465080865,-73.98800291694131,40.736674903694094,0.016796832252644302,0.026968119317932318,0.015879340957999376,0.02342515029535526,-73.98728231016517,40.73807360558889,-73.98593870128789,40.73852631102564,0.016192623381168437,0.025001664069786652,0.016551671538964058,0.026841601304441208
107,2016-09-16,567,304,121,64,92,391,1476,3589,6409,4462,2793,2738,3135,3206,3593,3800,4990,7094,6082,3986,2229,1666,1342,1146,65275,4,-73.98598211669662,40.73788604998917,-73.98627676690428,40.73747019156616,0.016738646137584797,0.026471935338705163,0.01673515473190097,0.02626901136526121,-73.9839562663987,40.73836321663374,-73.98746401183656,40.73702103645151,0.016791468921972728,0.028246377402452418,0.015963724535500042,0.024324409625694984,-73.98758112542465,40.7373707285593,-73.98616208597144,40.737592848999284,0.01642914784649861,0.025149583903427343,0.016766620175168896,0.02701375060936693
108,2016-09-17,775,503,282,199,109,108,276,775,1517,2509,3263,4078,4607,4991,4947,5255,5127,4859,4523,3176,2152,1793,1655,1721,59200,5,-73.98539979924334,40.7356666217302,-73.98571312978915,40.735107373537545,0.017963005343606727,0.029495878203660033,0.017913036583341344,0.02930785385829124,-73.98397678001618,40.73781105117657,-73.9858884572636,40.73741498901028,0.01758359871372959,0.030165230112907563,0.016798324080292176,0.028453486743246638,-73.98622778390387,40.73485527122065,-73.98601437712506,40.73455263142986,0.017935427664708157,0.029469014152654818,0.017896831360493772,0.02926006321164105
109,2016-09-18,1149,732,400,280,170,128,280,533,1151,2013,2890,3747,4262,4272,4101,4235,4436,4290,4062,3142,2132,1553,1098,630,51686,6,-73.98481625076771,40.7358997656801,-73.98492962639628,40.73551511241239,0.01767510105572146,0.02960697597482925,0.017827582924650268,0.02958685666224489,-73.98345357491854,40.738967257067685,-73.98509526814001,40.739126526715324,0.017661286570719675,0.031396702972841674,0.017207931057590678,0.03007307197961717,-73.98524101993925,40.735606118397435,-73.98504289238119,40.735359161963906,0.017548290569314604,0.029071131878371573,0.017871566093057973,0.029288520808299558
110,2016-09-19,351,121,86,42,81,325,710,1327,2289,654,302,461,1134,1634,1766,1240,2379,4719,4979,3680,2451,1630,1181,675,34217,0,-73.98614256317221,40.73690067467809,-73.98547367726974,40.73690658452311,0.01665217743963617,0.025876452870051508,0.016845076318646755,0.02654140742414016,-73.98363523648437,40.73920133766373,-73.98681211179347,40.73854036806579,0.016461544094621403,0.0268720411401252,0.015787854635688228,0.02351858910030277,-73.98736469514931,40.736734842122175,-73.9855473399849,40.737106824828736,0.01654658074588622,0.02515994709216736,0.016849931763722924,0.026991794113460626
111,2016-09-20,346,143,85,41,85,448,1723,3955,6329,4395,2572,2372,2754,2835,3013,3193,4153,7021,7220,4691,2979,2196,1481,861,64891,1,-73.98603630723454,40.7377824730404,-73.98607460963835,40.7374979213822,0.016527016894280582,0.02610811990276076,0.01659869253390828,0.026100038158811463,-73.98429767902786,40.737803025702036,-73.98782183854706,40.73683522563353,0.01687448081263111,0.02774614323640794,0.015866998201446467,0.0237935884548714,-73.98741779393197,40.73762716596414,-73.98560577048677,40.737982527573244,0.016108161754058187,0.025042113730353505,0.016685754334494526,0.027147767866563616
112,2016-09-21,379,197,94,63,105,454,1791,3994,6703,4391,2567,2519,2800,2937,3129,3216,4233,6847,6675,4659,3038,2140,1574,958,65463,2,-73.98585727386548,40.73814545714621,-73.985974193632,40.73784885314437,0.01664207534657244,0.02649850349320508,0.016664511017193316,0.026349768282082582,-73.98381337169012,40.738109707278845,-73.98760159914788,40.737082414612274,0.017011265591423148,0.028004236335459363,0.015924824858131945,0.024020958106839786,-73.98724710624414,40.73789586138837,-73.98566780831959,40.7380236496602,0.016223917444278882,0.0253377717802718,0.016689351724285692,0.027189502820867958
113,2016-09-22,467,236,102,69,96,473,1722,4028,6749,4488,2719,2502,3019,3052,3209,3325,4394,7129,7102,4760,3065,2230,1753,1121,67810,3,-73.98603958023132,40.73769106099309,-73.98626092815975,40.73728035420554,0.016538483779279658,0.02652122463137972,0.016501868813194008,0.02636044578574619,-73.98415525910599,40.73764584722979,-73.9877268769159,40.73650499331609,0.016779581395595974,0.028037080432663102,0.01586743964265089,0.02407404237480169,-73.98746653838809,40.73730690931557,-73.986060356484,40.73736221513085,0.016183152321086115,0.025473116947383197,0.01651762936545341,0.02737602850410632
114,2016-09-23,625,266,183,95,102,392,1515,3649,6478,4332,2667,2740,3125,3227,3571,3778,5125,6946,5753,3907,2570,1808,1450,1213,65517,4,-73.98589359913062,40.737711147789575,-73.98610638530361,40.73727724315985,0.01680253926752518,0.02657358232696146,0.01683357899745067,0.02636991418412105,-73.98411353151648,40.737841755016454,-73.98765084527327,40.73690954587313,0.016952333295262238,0.028312201006381918,0.015973412160780152,0.0243903705328574,-73.98721623382359,40.737455701350754,-73.98590199732875,40.73750570254981,0.016517361810956487,0.02542686691536382,0.016836348861161157,0.02715762113742572
115,2016-09-24,638,76,177,193,116,72,243,577,1239,2134,2945,3645,4150,4479,4844,4857,4798,4746,4154,3061,1989,1543,1405,1178,53259,5,-73.9852850814378,40.734669402488606,-73.98434149128241,40.73329342221623,0.017749824010540663,0.02941526075545524,0.3210748187788003,0.17888186684915824,-73.98408359287437,40.73722933125679,-73.9858635362157,40.737345583145924,0.017543694984406298,0.02981248286416806,0.01683722529469563,0.028093163915953248,-73.9865307568108,40.733341631265475,-73.98189948851129,40.730797663064564,0.01801213538914203,0.02930042542624625,0.5717913754445005,0.31599738745415296
116,2016-09-25,780,522,380,246,135,96,256,486,1078,1917,3006,3844,4653,4630,4631,4757,5011,4772,4016,3179,2026,1489,1085,573,53568,6,-73.98535562784963,40.734588678495285,-73.98553531221795,40.73424019422412,0.017760679651153882,0.03001056946334506,0.017749171185969147,0.029887577242814836,-73.98370916295882,40.737099709007694,-73.98595569666222,40.73691513114335,0.017233058500647658,0.030978743603739537,0.01697877701338869,0.029715710011094174,-73.9863047703327,40.733394476367934,-73.98570154308322,40.733541971871745,0.017490831725149533,0.029807751247513645,0.017739729731780937,0.029634518008442013
117,2016-09-26,294,151,62,38,73,372,1636,3671,6065,4011,2529,2349,2731,2818,3021,3182,4152,7069,6550,4204,2948,1323,1036,1101,61386,0,-73.9861311503221,40.73703231201701,-73.98607190270701,40.737026665186725,0.016596678618394978,0.026342780388837358,0.01676092417655607,0.026526112426938774,-73.98498778896891,40.73558817852569,-73.98864731404598,40.73567501735812,0.016521641765714686,0.026476937334537244,0.015555742155417784,0.023609658268708998,-73.98737168081875,40.73688035550128,-73.9852391872987,40.73751476481083,0.016479044468523617,0.02557826621761742,0.017012057375736394,0.02784085589446045
118,2016-09-27,386,161,43,21,41,300,1014,2786,6091,4284,2429,2360,2666,2910,3010,3231,4042,7052,7093,4248,2846,2126,1470,736,61346,1,-73.98600186393591,40.73744032829427,-73.98483763333788,40.73659163526091,0.016490881438241862,0.026275553649647263,0.2991727597822972,0.16657303834865664,-73.98409993903756,40.7379636810977,-73.98763471716263,40.7368250604039,0.016776078189362987,0.027623471690267853,0.01594125881022466,0.024002243094765764,-73.98739446745384,40.7371560832613,-73.98222276877841,40.73577577659296,0.016233473448957102,0.02528317615621497,0.4942356461498802,0.27334789687208244
119,2016-09-28,327,172,61,40,85,434,1729,3957,6896,4575,2510,2287,2772,2840,2886,3014,3853,6514,6469,3350,2171,1267,757,498,59464,2,-73.9857024810714,40.737935634038095,-73.98479399704838,40.736975576942505,0.016477671553450878,0.0265334028711992,0.30384850054687795,0.16908810594641244,-73.98429148013469,40.737267001789114,-73.98762717841535,40.736355067561924,0.016817214149763258,0.028481055597577513,0.015886064129780518,0.024475388583713144,-73.98704546300522,40.73809849355033,-73.98547655695225,40.73842117306644,0.016044277062274015,0.024786348377871813,0.01649148398534515,0.026829866714168576
120,2016-09-29,284,118,65,50,70,430,1524,3494,5992,4077,2231,2099,2541,2563,2690,2933,3433,5490,5553,3734,2521,1820,1103,763,55578,3,-73.98548889604321,40.738239610560896,-73.98587165513479,40.73786126213346,0.0162828821847544,0.026323646750615503,0.0163206455301438,0.02592070937989208,-73.98410487361512,40.738251523635824,-73.98739004676425,40.73707511760218,0.01651156823705962,0.027959307937211447,0.015801457360762602,0.024457209017160343,-73.98637640748629,40.7384202129116,-73.98521555080296,40.73858192819719,0.015946905928129678,0.024874481691016224,0.016320273272062903,0.026384740471656908
121,2016-09-30,436,243,140,56,83,358,1146,2142,3338,2026,818,916,918,879,664,799,1061,1430,1224,900,575,403,388,438,21381,4,-73.98384610972815,40.738048433063625,-73.98487433512159,40.7370522106112,0.016772418196503387,0.02730706036459491,0.016521182748381363,0.02606508987103449,-73.98074048950977,40.7420892400324,-73.98495849744016,40.73921743945139,0.016884096532036832,0.028850971322375407,0.016314654039797982,0.025012858087443364,-73.9858733381717,40.73563603690617,-73.98479085781953,40.735768365001356,0.016476197982617256,0.025537912365492764,0.016449099171468622,0.026772024449956456
