,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,totals,weekday,Start_Lon_mean,Start_Lat_mean,End_Lon_mean,End_Lat_mean,Start_Lon_std,Start_Lat_std,End_Lon_std,End_Lat_std,Start_Lon_meanAM,Start_Lat_meanAM,End_Lon_meanAM,End_Lat_meanAM,Start_Lon_stdAM,Start_Lat_stdAM,End_Lon_stdAM,End_Lat_stdAM,Start_Lon_meanPM,Start_Lat_meanPM,End_Lon_meanPM,End_Lat_meanPM,Start_Lon_stdPM,Start_Lat_stdPM,End_Lon_stdPM,End_Lat_stdPM
40,2016-07-11,322,148,80,46,58,370,1403,3004,4781,3474,1821,1704,2240,2307,2267,2490,3224,5782,6246,4432,2855,1854,1308,654,52870,0,-73.98748301836801,40.73739195624381,-73.9872908746967,40.73741021987034,0.016140914789870026,0.021873756446125082,0.016200594534892594,0.022177448241684543,-73.98541660604495,40.73676373534013,-73.98873089130153,40.73660125979549,0.01625919264274146,0.02222507451420537,0.015669379224511906,0.02070689960591881,-73.98876219219515,40.737577442557395,-73.98687259612397,40.73828225753147,0.01589496011092979,0.02155122401696986,0.016217061934208982,0.022660473927581998
41,2016-07-12,367,164,107,45,82,413,1622,3242,5431,3860,2068,1969,2287,2343,2435,2526,3329,5816,6164,4426,3159,2249,1496,937,56537,1,-73.98724425377739,40.737876245421525,-73.98731750636686,40.737565413910225,0.01611765977894705,0.022199524507116788,0.016210536418295247,0.022170970793371724,-73.98491483909606,40.73810922888021,-73.98857362411934,40.737384807729676,0.01614929210176622,0.023322002410827682,0.01552485277157332,0.020866690786667304,-73.9885117832988,40.73773300284268,-73.98712949945228,40.737980636044156,0.015998310754594725,0.021398842491044158,0.016320472134314718,0.02241727167061155
42,2016-07-13,431,223,93,68,80,387,1604,3110,5364,3975,2096,1976,2266,2228,2375,2582,3535,5826,5988,3983,2812,2092,1419,973,55486,2,-73.98714775622639,40.737991167533174,-73.98719978251016,40.73779587399505,0.016047821927892638,0.022184359294864283,0.016121334885665268,0.02222809079982714,-73.98510099700228,40.738040210000506,-73.9885105562022,40.737391513935385,0.01630722295485474,0.02330841525150404,0.015642575619847592,0.021127671005252997,-73.98830438587888,40.73796674778893,-73.98686581114217,40.738294988297135,0.015806222541686215,0.021559041128432398,0.016112177496116778,0.022665106175872845
43,2016-07-14,517,209,95,67,72,372,1411,2853,4917,3733,2028,1921,2180,2318,2239,2339,1789,4789,5552,3846,2696,1969,1417,1021,50350,3,-73.98702715792012,40.73783848471265,-73.98717000834425,40.73754424927472,0.015952037990778004,0.02216856224474132,0.016072611149522104,0.022050271723102574,-73.98519767562537,40.738160688741935,-73.98844412216863,40.73734575630588,0.01595009561405333,0.023254726320866902,0.015528463902237053,0.02100633417384964,-73.98831603118656,40.73784507878868,-73.98696174505378,40.73818311021459,0.015623325422812404,0.021341932033402945,0.016008762179297115,0.02237659767410725
44,2016-07-15,521,267,155,85,97,345,1226,2406,4245,3519,2033,1902,2336,2594,2842,2991,3647,4642,4042,2917,2129,1478,1188,965,48572,4,-73.98690654343633,40.737828949279326,-73.98722204418645,40.73737722840325,0.016089237250171962,0.022323103436211723,0.016125172858511963,0.022188207827580863,-73.98483723198257,40.73847574139888,-73.98808372474409,40.73735217003156,0.01610602408935888,0.023302700787893683,0.015499157168629582,0.021167897473748604,-73.98819439509212,40.73721611184989,-73.98716915787989,40.737096714358344,0.016022289525662543,0.02169891599449536,0.016216057743236353,0.022492399119852496
45,2016-07-16,703,459,292,187,115,118,301,648,1147,1914,2464,2879,2912,3157,3233,3104,1757,2479,2599,2483,1894,1449,1119,993,38406,5,-73.98618785829258,40.73677883710448,-73.98642858864586,40.736230303937724,0.0170701203358659,0.02412900065515131,0.017152147267794415,0.024131108748971158,-73.98557343810634,40.73772437424085,-73.98745569628792,40.73713561803746,0.017086563796033537,0.024260055726148238,0.016655314040219468,0.02296442046309596,-73.9868137754559,40.73757722882324,-73.98666201730428,40.737099016954296,0.016915331891626178,0.024305626236097198,0.01700714942269145,0.02428764375636233
46,2016-07-17,704,457,334,208,132,101,189,420,860,1551,2154,2712,3140,3299,3372,3346,3334,3307,3218,2950,2143,1579,1107,730,41347,6,-73.98679650659143,40.73640901244285,-73.9870262626713,40.73600121748035,0.017265613383644216,0.02417927089836764,0.017303061555438783,0.024147524971909973,-73.98630719722955,40.73863347754122,-73.9879561766988,40.738934830796794,0.016700481069393838,0.02418810243497417,0.01633520620781647,0.02370499021958015,-73.9871543462922,40.73675885462988,-73.98723910193421,40.73623451015297,0.017197684602426842,0.024266837751410312,0.01729097602227845,0.02383425598751026
47,2016-07-18,334,154,74,47,66,318,1358,2727,4561,3336,1710,1597,1886,1866,1922,2040,2235,2222,5245,3876,2665,1677,1122,649,43687,0,-73.98720514134739,40.73706056014143,-73.98716449622675,40.73682456755454,0.016159914366635234,0.02184916381502119,0.016342877846770944,0.02196712114585195,-73.98551069983064,40.737085394086535,-73.9887165573868,40.73657163637518,0.016271925193810412,0.022006796719690688,0.01569714525330546,0.020318749903859092,-73.98836900558621,40.73721715684535,-73.98632897806041,40.73745753875172,0.015924580656507172,0.021209809712715612,0.016486908169580775,0.022659630673978748
48,2016-07-19,333,148,95,54,83,382,1625,3197,5325,3593,1967,1938,2207,2215,2221,2473,3333,5753,6000,4253,3008,2065,1389,936,54593,1,-73.98742846823046,40.737431657218046,-73.98601975808657,40.73657986522407,0.016143826860304706,0.022103606227029112,0.3170724115718619,0.17576748187145522,-73.98536861424931,40.73653541869055,-73.98859499497648,40.73669646768957,0.016501895156701,0.022605184915539492,0.015608737711273244,0.020920099370152226,-73.98867203240506,40.737520729496424,-73.98327890571564,40.735805433867995,0.015897836462503968,0.0215166164372048,0.5322845550696899,0.29381693363103417
49,2016-07-20,436,219,97,62,79,409,1613,3243,5421,3916,2087,2116,2434,2468,2356,2588,3432,5993,6109,4364,3017,2133,1601,1032,57225,2,-73.98721423987733,40.73785386488723,-73.98719617783884,40.73770295913656,0.016062741196406646,0.022358293827517167,0.01614575634897059,0.02243119119386489,-73.98492945204627,40.737603390008715,-73.98836916450753,40.737103215515546,0.01638246676190858,0.02330301889873543,0.015611577699822144,0.021030048997913827,-73.98847907414678,40.737828321108324,-73.98694336007391,40.73836319888596,0.015755062147750853,0.021751484523774848,0.01615861549309455,0.022927233248093773
50,2016-07-21,453,217,119,77,69,395,1541,3044,5276,3826,2185,1956,2211,2433,2355,2479,3184,5505,5765,4153,2852,2028,1567,1152,54842,3,-73.98708034099708,40.738135328292046,-73.98723772741505,40.73780192444119,0.01601786576419426,0.022174804267335268,0.016080712580553314,0.022095843760498557,-73.98474526784419,40.73853576181806,-73.98822046995986,40.737342404518145,0.01604851107523373,0.023769455078815862,0.015490752627227572,0.02125284250900353,-73.98842126977935,40.73821467750319,-73.98700216505641,40.738411660118544,0.015708255416789628,0.02141893641038522,0.015989448098617045,0.02242104600547333
51,2016-07-22,676,285,170,105,110,357,1227,2492,4497,3678,2083,2008,2417,2624,2711,2904,3662,4657,3857,2961,2038,1528,1190,954,49191,4,-73.98694465591295,40.73776248609305,-73.98577460366877,40.73652818779906,0.01612053950362341,0.022477296944014447,0.33397823899170465,0.18501891400100826,-73.98470760539547,40.738531095412505,-73.98822586712954,40.73730170358274,0.016230784525197363,0.02355502889775583,0.01569795782577399,0.02137864512526649,-73.98826392686932,40.737222469043886,-73.98722483542205,40.73742009311172,0.015923214662939857,0.021872912656695668,0.01607796753910295,0.02254253433107269
52,2016-07-23,683,476,296,185,99,111,299,652,1198,1750,2261,2654,2764,2675,2794,2763,2709,2701,2719,2217,1946,1426,1167,978,37523,5,-73.98668381082024,40.73650934567379,-73.98685118533683,40.735868259365276,0.017011918562853726,0.02425877591919133,0.017091850887690423,0.02413784456781561,-73.98520094938536,40.737584285714476,-73.98731824706427,40.73744298680066,0.016732353173837478,0.024525215169678663,0.016120127826934862,0.023686045294854758,-73.98718733141341,40.7372945994125,-73.98677884135849,40.73655432488833,0.01679713739223121,0.02442224402091689,0.016788299248043384,0.0242688940432026
53,2016-07-24,677,522,313,195,157,117,210,442,926,1561,2121,2591,2933,3067,3003,3017,3180,3251,3102,2806,2119,1521,1132,674,39637,6,-73.98664437197851,40.73680429851883,-73.986689757325,40.73644324246626,0.01715523353241231,0.0243013979503197,0.017224839593691216,0.02429969423205618,-73.98548995472214,40.73894106615036,-73.98703433452269,40.738703659707724,0.01690904343185651,0.0245871097478391,0.01682430323683081,0.02453294439655566,-73.98726109151512,40.736861364759676,-73.98683003198377,40.736573169291695,0.017290468097460845,0.024609120663665496,0.0173038099324493,0.02424100573952481
54,2016-07-25,403,187,101,52,83,302,1270,2593,4423,3331,1777,1635,1874,1910,1839,2142,2391,1623,1227,2173,1346,1222,900,575,35379,0,-73.98662443863142,40.737557982815815,-73.987389777242,40.73723982894408,0.01591507360307989,0.021983296052095005,0.015882797084693114,0.02171176616664492,-73.98500174461748,40.73647493867481,-73.98869391250274,40.73608383672779,0.016166420533115358,0.02233355853108672,0.015523773118799154,0.02044171386995937,-73.98781599710607,40.73812401546929,-73.9865042437738,40.73838954490964,0.015475796163947831,0.020472662333848927,0.01552991400725134,0.021600252966513796
55,2016-07-26,328,149,96,49,83,427,1662,3193,4891,3312,1845,1771,2037,2081,2087,2156,3103,5476,6023,4457,3014,2234,1484,954,52912,1,-73.98756352708412,40.73766631537424,-73.98748040944672,40.73738202375196,0.016007530364169884,0.021875697190817327,0.01621301403015582,0.02205939035968271,-73.98574776710277,40.73757100784362,-73.98893107988474,40.73697652624104,0.016152176143953898,0.02273976853002853,0.015495180435972238,0.02066143817798345,-73.98861793061411,40.73759456860577,-73.98731238572417,40.737663795634816,0.015751531651369322,0.021294654603667213,0.016189843407215382,0.02246745323477374
56,2016-07-27,465,205,102,66,88,388,1606,3142,5108,3760,2031,1944,2121,2215,2188,2462,3163,5569,5904,4240,2947,1991,1462,996,54163,2,-73.98716636228833,40.73796865078475,-73.98712512787108,40.73783063561853,0.01605482038728489,0.022129145679521654,0.016178753568544226,0.022143041317835597,-73.98529096978608,40.73765937349323,-73.98870696440932,40.73674335787637,0.016287637959734168,0.02326452423064481,0.015592338438016988,0.02093678763192417,-73.98841105492026,40.73814001972879,-73.9867868604161,40.7387237811851,0.015793996771059197,0.02141285841124136,0.01617535283591001,0.02256238801898657
57,2016-07-28,515,195,117,65,95,365,1465,3004,4942,3747,2087,1909,2198,2200,2231,2326,3257,5288,4521,3500,2435,1640,1215,834,50151,3,-73.98675730276024,40.738157849593186,-73.98698591043086,40.737829298986014,0.01601707756875066,0.0222605782296267,0.016043559143535596,0.02213752833024645,-73.9848503374605,40.738362482350475,-73.98815775666355,40.737448975886615,0.016292805088240003,0.02321646335142901,0.015719430414770086,0.02104063497326117,-73.98811692700626,40.737924867381906,-73.98683532406504,40.73819345867064,0.015675116238203456,0.02140237780467199,0.015887537496530404,0.0221957545234376
58,2016-07-29,424,149,120,54,38,80,460,557,888,1047,1649,1878,2246,2628,2616,2961,3420,4063,3909,2983,1967,1470,1162,934,37703,4,-73.98706041218124,40.737128594317475,-73.98682380996728,40.73695853259313,0.0160253324699597,0.02222112604853276,0.016303825870054516,0.022552321799309955,-73.98436011070466,40.73590218492858,-73.98721856528665,40.73640222833132,0.015664733969976842,0.022726799222772355,0.01563558957740535,0.02099140853865449,-73.98782484816955,40.73748504455976,-73.98685988507323,40.737184945824644,0.01608000179991087,0.022122700657976502,0.016400571628295592,0.022894784031497032
59,2016-07-30,720,457,297,193,115,120,319,614,1110,1684,2403,2816,3095,3222,3319,1540,1166,711,875,925,604,460,486,529,27780,5,-73.98581310678153,40.73581136008134,-73.9861520348052,40.73550439832446,0.017382737470607288,0.024392985996874464,0.01733400745416061,0.02417835987462109,-73.98531958399919,40.73709535145729,-73.98741293680101,40.7364667772501,0.017220361752278115,0.024378456234627786,0.01651504903028804,0.02340974574537149,-73.98656133516481,40.73481426756877,-73.98583157176681,40.734878539182034,0.016673139280271438,0.023261486976762637,0.017065458108219987,0.023142246174776497
60,2016-07-31,513,330,263,177,137,77,182,361,647,1117,1179,1611,701,1759,2431,2717,2702,2746,2579,2159,1605,1052,409,197,27651,6,-73.98601261017767,40.73622552948969,-73.98616712989588,40.735892676195796,0.017055787725577785,0.02354090811893873,0.017158873386931964,0.02356603922028277,-73.98553600397909,40.736602508971245,-73.98746491532954,40.736270503289866,0.016505867772219542,0.024160712793629056,0.01623781666111486,0.023554776526511476,-73.98677620475391,40.736316758717855,-73.98670920173579,40.73591948654405,0.01679444998379224,0.023686085393527397,0.016969910178326802,0.023649691199500583
61,2016-08-01,134,98,60,36,73,309,1241,2525,4437,3356,1746,1551,1953,2159,2220,2317,3209,5627,5898,3942,2703,1785,1266,756,49401,0,-73.98674956184924,40.738002397770074,-73.98671092178854,40.737705551038616,0.01614932142844754,0.022390113906227187,0.016236769349957058,0.022468609092485357,-73.98479214610826,40.73851606069774,-73.98850998697287,40.73738380494743,0.016202930039507676,0.023439782255193983,0.015396010785152478,0.021008238993378087,-73.98772799277519,40.73862272286981,-73.98619197094105,40.73868431952214,0.015867178065332166,0.021593309140548748,0.01628300977219086,0.02290238550383484
62,2016-08-02,372,172,115,61,69,387,1509,3123,5455,3869,2055,1959,2386,2427,2509,2643,3502,6109,6518,4268,2929,1979,1466,882,56764,1,-73.98686589480191,40.738236899211415,-73.98698855115391,40.737919656732046,0.0162233635679485,0.022747593779302543,0.016353885227255994,0.022771919714654486,-73.98460326133241,40.738179270346535,-73.98825733111569,40.737429685036496,0.016406952613459924,0.02369510234501349,0.015719490946366,0.021227012974573998,-73.98818632058317,40.738202306466725,-73.98671725652474,40.73855104710986,0.015867514917641847,0.02205370408696236,0.016388336825295953,0.023229468950768283
63,2016-08-03,374,197,92,52,82,367,1586,3152,5367,3981,2164,2120,2349,2488,2521,2645,3526,6096,6210,4399,2777,1991,1485,982,57003,2,-73.98663387648459,40.73847240375205,-73.98674389699784,40.73811876272505,0.016318855655463774,0.02288009336769824,0.01643051241458111,0.02287036467467569,-73.98443234593898,40.73872220063173,-73.98809114012833,40.737593935618136,0.01651103807599224,0.024213184421207404,0.015700936053622067,0.0215745960968276,-73.98795254996355,40.73832689006362,-73.98654144894607,40.73856729094538,0.016007173787284678,0.02210418805129978,0.016541589288041992,0.023313812610387983
64,2016-08-04,508,239,127,75,76,355,1498,3070,5371,3901,2173,2051,2381,2512,2501,2759,3568,5923,6007,4121,2878,1930,1516,1064,56604,3,-73.98677506131936,40.738440158526544,-73.98697081084038,40.73810662983906,0.01630657833390358,0.022754467042118157,0.016334727059678852,0.02263306110616054,-73.98440120449177,40.73899127285016,-73.9880482120967,40.737887445805455,0.016526320757273498,0.024124899834875976,0.015804669823301587,0.0214092438140684,-73.987939098776,40.738311953047926,-73.98659098421622,40.738575083022646,0.016071745635911364,0.02184798269024291,0.01633102996523942,0.0228984110764899
65,2016-08-05,599,290,182,105,88,341,1293,2649,4697,3671,2283,2150,2566,2944,3007,3416,4290,5369,4486,3104,2113,1490,1203,961,53297,4,-73.98646914430559,40.73861126120861,-73.9866237675882,40.73824728350747,0.01643894547874846,0.023118290245540296,0.0165460901969388,0.023038225116325788,-73.98464875429345,40.73882933280717,-73.98770166010294,40.73809258330422,0.016476372920070894,0.02433011753773128,0.015753785044180416,0.02177706089296021,-73.98749510921273,40.738360323191415,-73.98643292138794,40.738370991880174,0.01641091969997858,0.022474211356374292,0.01660414214459233,0.02347508645921208
66,2016-08-06,756,483,329,210,146,104,294,692,1224,2109,3142,3906,4067,3438,3307,3492,2650,2813,2842,2493,1938,1496,1245,1037,44213,5,-73.98572314405342,40.737681813707205,-73.98599337734949,40.73716941845285,0.01716335309149566,0.0247339278983381,0.0172200621939411,0.02469167632087473,-73.98468941218962,40.73850246099892,-73.98643422301019,40.7382697026928,0.016484238631784047,0.024338021744622,0.015575784192630362,0.023199933579962702,-73.98623495439375,40.73812202929364,-73.98634687562074,40.73762129961713,0.0177567043868514,0.025533256394104625,0.01762147662729004,0.02510080579798741
67,2016-08-07,747,523,292,214,149,75,190,460,906,1662,2358,2973,3229,3395,3553,3637,3671,3604,3484,3030,2217,1553,1038,671,43631,6,-73.9861091982245,40.73774118201133,-73.98635333832621,40.73713859132374,0.01786839438915348,0.02592733627675024,0.017977422767531444,0.025934403062068383,-73.98556223099979,40.739574380423385,-73.98724616714794,40.739805394928204,0.01751622240300366,0.025595980035345627,0.01725275903622494,0.025190634195835743,-73.98622355909086,40.73778352697343,-73.98589698549381,40.737610572588686,0.017821057207926098,0.026288177408165102,0.017900539387581432,0.02609805486808455
68,2016-08-08,368,166,65,45,63,293,1330,2776,4769,3284,1952,1771,2065,2337,2430,2399,3166,5765,6058,4461,2938,1779,1285,697,52262,0,-73.98688791828957,40.73835027830186,-73.98666877051173,40.73812890646203,0.016589946254592886,0.0233109854187344,0.016647613145554362,0.02351228446883223,-73.98511733189177,40.73832807005431,-73.98840071984975,40.73739974924131,0.016645961461269256,0.023727047874921987,0.015691200647765812,0.021269363216943855,-73.98817337952138,40.73817708957986,-73.98639174330133,40.73857475602845,0.016392302891942084,0.02280213637669549,0.016778656026436172,0.02418674172584568
69,2016-08-09,389,154,97,45,72,423,1614,3161,5453,3674,2089,1983,2277,2487,2289,2480,3305,6029,6242,4565,2966,2068,1415,835,56112,1,-73.98664682392463,40.73872255667693,-73.98670845005559,40.73844176243284,0.0164744301396536,0.02340514395596297,0.016514882731403144,0.02339707770844333,-73.98447511735577,40.738539698040654,-73.98820106579322,40.737457764691385,0.016439705006478518,0.024273841189239427,0.015785726142038183,0.021626353516237817,-73.9880515057077,40.738516013403895,-73.98641527738583,40.738933910481116,0.016329810514570234,0.02273298330769981,0.016652833548471586,0.02404353210217221
70,2016-08-10,413,210,78,65,79,372,1519,3043,5036,3790,2028,1818,1659,1151,1969,2327,3181,5448,5528,4067,2480,1759,1287,807,50114,2,-73.98622688064039,40.73905373744756,-73.98488136930948,40.7378403279603,0.01640807068335852,0.023245215403348764,0.3309134412684867,0.183450272912392,-73.98428371124042,40.73918388764806,-73.9876973919417,40.738136416252104,0.016492375290391794,0.024499604265611527,0.01570304590401558,0.021812956542811467,-73.98736727824634,40.73942733269901,-73.98594735420723,40.739387481298095,0.01608864049908486,0.022423995499022163,0.01661754677088436,0.023619786194774263
71,2016-08-11,439,238,109,55,77,323,1362,2801,4713,3502,1998,1888,2119,2152,2194,2240,2937,4748,3666,3531,2503,1693,1250,892,47430,3,-73.9861156759408,40.739520179007776,-73.98649243167993,40.7390466738302,0.01633984600591975,0.02319020301509134,0.01638573944817506,0.0230654557355897,-73.98442418904693,40.739354577593566,-73.98794445267903,40.737992015944364,0.01624826561738249,0.02400124877600534,0.01573499782528936,0.021387296999025505,-73.98732901337543,40.74008946486943,-73.98608193304817,40.74020884462401,0.016003371406204142,0.02232841030266621,0.016364666462202342,0.023478856552869437
72,2016-08-12,339,91,88,79,69,273,1155,2324,4158,3308,1959,1882,2177,2432,2473,2881,3484,4214,3831,2464,1856,1307,1008,898,44750,4,-73.985892307223,40.7390855213344,-73.98625583667152,40.73874785762939,0.01654759248562284,0.02366420394448388,0.01652763353938659,0.023424887147136003,-73.9844007284341,40.73890274808168,-73.98759039875901,40.73796908968279,0.01645636049752252,0.02456214712652923,0.01597002618723081,0.022126873354714124,-73.98713928258654,40.738734752295144,-73.98609814378747,40.73887296761801,0.016311905730887238,0.023021007172001857,0.016439329642208303,0.023777464967631712
73,2016-08-13,583,452,255,168,111,96,305,729,1473,2315,3259,3762,3607,2881,2680,2646,2521,2335,2229,2007,1619,1107,934,838,38912,5,-73.98542538988974,40.73799875871163,-73.98574335392578,40.73747410979489,0.016936053908793543,0.02477180340956904,0.016877550470849455,0.02469569035146528,-73.98459214014781,40.738575932468045,-73.98595779944931,40.73850053366736,0.016478718166513768,0.024485624885755286,0.015990419391741218,0.024158204638353373,-73.9859909231933,40.73834638271903,-73.98559461192917,40.73799397114768,0.01738500055553889,0.02498834105190588,0.01734620380049436,0.02519803476929893
74,2016-08-14,604,380,286,180,125,111,210,425,871,1436,1828,2180,2422,2488,2464,2449,2591,2605,2657,2279,1593,1167,988,622,32961,6,-73.98535344760668,40.73858978581635,-73.9855384228606,40.73808310069092,0.017507904845695997,0.025472883931471905,0.017639242171308245,0.025485649293823052,-73.98448641809705,40.73947245700089,-73.9860160324845,40.7395637295546,0.01762160292297133,0.026234670085336864,0.017281268025418208,0.025548192345529297,-73.98603902326529,40.73916660171876,-73.98585932187062,40.73858304643486,0.01728809908869891,0.025521905809768163,0.017344580717116184,0.025512967494809392
75,2016-08-15,338,163,77,50,83,356,1378,2721,4493,3188,1779,1662,1893,1970,2068,2169,2928,5476,5644,4091,2871,1775,1176,714,49063,0,-73.98630880006421,40.7389238363009,-73.98613730114144,40.738703331552294,0.016638630273273797,0.02350256724376198,0.016771165134008403,0.023736730411246812,-73.98478403050625,40.73865882807911,-73.98813376063724,40.737774418463346,0.016562024975352488,0.023513556129519216,0.015816593602418817,0.021451736248582126,-73.98742976398582,40.73872069751058,-73.98554705539773,40.73925393730492,0.01645318264878394,0.022985882550224948,0.016924454012897903,0.024364077804353096
76,2016-08-16,352,188,103,67,79,392,1557,3003,4902,3558,1918,1847,2157,2254,2206,2289,3037,5355,5674,3995,2120,1573,1108,692,50426,1,-73.98620189648335,40.73924157728615,-73.98634298174925,40.73893705331084,0.01659730052662176,0.02344064740284248,0.016688869218245066,0.023449824765195876,-73.98435335951487,40.7390655917396,-73.98779907742434,40.73799303919151,0.01671482907796077,0.024420989523109428,0.015920467531812168,0.021784124054528987,-73.98757641453982,40.739006517044686,-73.9860037995529,40.7394105547702,0.016365790208445717,0.022596529825155268,0.016804164221922494,0.02398212903597773
77,2016-08-17,372,106,68,46,74,378,1492,2957,5008,3766,2034,2023,2106,2356,2341,2439,3324,5771,5961,4252,2852,1953,1372,938,53989,2,-73.98614330125,40.739737474482745,-73.98619847974348,40.73931961645121,0.01664668351730086,0.023569081422154525,0.0167377241244211,0.023530678225726045,-73.98408169459594,40.73955781074154,-73.98764259998269,40.738110283392636,0.01694662746843297,0.024512098460263573,0.0161894296923829,0.02171967250801844,-73.98739481121778,40.739505107770185,-73.98591709985158,40.739819177983186,0.01637968920307172,0.022863416264085067,0.016807983648780944,0.024217268816430475
78,2016-08-18,462,203,118,51,52,324,1367,2764,4870,3744,2205,1933,2217,2545,2413,2617,3407,5627,5585,4080,2592,1746,1337,959,53218,3,-73.9861786318064,40.73957883489663,-73.98629136540873,40.739170307815925,0.016564305243627255,0.023633550837318364,0.01666573829285669,0.02361941350427993,-73.9840822373567,40.74008415404346,-73.98742784116976,40.73890189745979,0.016670185386598795,0.024317240744452642,0.01576634367819971,0.02135513844038698,-73.98737375666579,40.73898780641261,-73.98620424997995,40.7392007932275,0.016299873091647574,0.022880000892020004,0.01674390948816988,0.024195819434368368
79,2016-08-19,550,276,170,86,94,334,1221,2535,4430,3631,2191,2323,2463,2975,2946,3274,4072,4985,4443,3072,2039,1440,1235,884,51669,4,-73.98599571642767,40.739232657082894,-73.98620550883224,40.73895975163782,0.016837249629643815,0.02397565540766176,0.01684145684039479,0.023790491453755305,-73.98398419510035,40.73966558859977,-73.98745222108478,40.738509744968354,0.016762688817931602,0.024945796827069985,0.01612192749924022,0.02207844064489683,-73.98732911893138,40.738676129270104,-73.98614574852306,40.73887033288399,0.016673155335066383,0.023266794571029432,0.016983264351098776,0.024034145586080774
80,2016-08-20,650,419,290,185,140,131,321,799,1577,2665,3766,4210,2851,2672,3317,3375,3606,3392,3133,2724,1922,1510,1181,981,45817,5,-73.98501418000302,40.73761604352567,-73.98530453629208,40.737250702839816,0.017477339864505594,0.02577210669205681,0.01746413743044431,0.02557638510572697,-73.98362116883892,40.74004697041789,-73.98568544762179,40.73873363317118,0.0168968071091194,0.0251205829175536,0.016428622698823968,0.0240680583460031,-73.98565442600909,40.73772311470599,-73.98567190367213,40.73744800876111,0.017943743944462354,0.026716175956924867,0.018029140875471226,0.026551347923323258
81,2016-08-21,773,516,329,184,135,86,232,451,750,1482,2258,2813,3275,3542,3601,3680,3433,2510,989,832,953,957,781,489,35051,6,-73.98483257768781,40.73913395562877,-73.98530216126686,40.738516018259865,0.017704444438031954,0.026771101255698048,0.017713660848191513,0.026688398276358685,-73.98461168397047,40.74037540890043,-73.98596656588735,40.740614314177044,0.01700589661945257,0.02692170642557424,0.01734898582694061,0.026789717409590387,-73.98507987127262,40.739071250010404,-73.98453794018596,40.73862628679921,0.01751849762061436,0.02683543591175188,0.017479352866788055,0.026396199670643626
82,2016-08-22,292,151,73,61,72,335,1446,2909,4996,3424,1908,1853,2337,2185,2487,2531,3497,6260,6515,4577,2758,1843,1233,661,54404,0,-73.98650635650117,40.73881081000781,-73.9863037475734,40.73860834714388,0.016759963821820267,0.023929642621388632,0.016882439507699666,0.024229920014954647,-73.98454884630553,40.73901072360666,-73.98785783968202,40.73825649710618,0.01675609723546111,0.024264782717544432,0.015913765593972243,0.021674139384995874,-73.98775835743301,40.7384925166587,-73.98569587359613,40.738913866106905,0.016623761614379142,0.023587957180179454,0.017089445539321974,0.02524245898457666
83,2016-08-23,348,172,87,57,80,387,1718,3352,5567,3941,2114,2099,2492,2528,2594,2753,3588,6352,6385,4702,2963,2011,1502,882,58674,1,-73.98615863099873,40.73921842771065,-73.98631935885165,40.73881773026694,0.016803210606071692,0.02411576700250727,0.01682148794578345,0.024072173697257924,-73.98421707345086,40.73953035934049,-73.98777946601227,40.73820891053914,0.016854321237838258,0.025166378989047587,0.01571717871463668,0.02198447158823548,-73.98754668328434,40.73912126108912,-73.9859449923588,40.739421135642225,0.016589339522580213,0.02336483095278758,0.016997208062201938,0.024971448298797282
84,2016-08-24,430,224,92,52,84,393,1629,3245,5608,3935,2221,2169,2431,2521,2445,2632,3480,6300,6464,4520,2962,2025,1416,876,58154,2,-73.98605746653114,40.73945174533453,-73.98615319686401,40.73904125786735,0.016722805886158074,0.024291966780599226,0.016774782081375592,0.024232274861563555,-73.98396484835236,40.73959050209256,-73.9879144298655,40.738175173090575,0.016685460664381133,0.025363282700071283,0.015916098971905632,0.022224748558068316,-73.98744789257861,40.739030491379545,-73.98583606542232,40.739404654399095,0.016528045247881137,0.02341663735242285,0.016958586722092796,0.024954675693811688
85,2016-08-25,417,198,98,56,94,322,1516,3061,5357,4082,2196,2157,2476,2560,2524,2696,3544,4608,5556,3716,2220,1752,1366,915,53487,3,-73.9856346697281,40.7394789665666,-73.98599421572825,40.739017252927006,0.01667649760008908,0.02459840955319226,0.0166342740909763,0.02434963325832323,-73.98377678726298,40.73958953624919,-73.9876361525667,40.73828653232557,0.016919560566272383,0.025850577833071632,0.015888985030290008,0.02258243941425508,-73.98677116175112,40.739457409980346,-73.98560131896704,40.73945774350697,0.01637293375671806,0.023680041462888504,0.016637004050714055,0.024981112553509648
86,2016-08-26,488,294,153,85,85,328,1197,2588,4599,3698,2151,2180,2524,2925,2981,3235,4140,5200,4361,3248,2059,1457,1175,886,52037,4,-73.98584167531537,40.738842452270205,-73.9860855633578,40.73845255424761,0.016704136910888363,0.024920118404773883,0.016711994666373582,0.02473885007847999,-73.98397063837314,40.739129492031225,-73.98727710724408,40.73827561358782,0.016696628447922874,0.02595195193505253,0.016011375606434317,0.022811819298948342,-73.98697985303885,40.73845671281181,-73.98572332201819,40.738582206157886,0.01653316127292111,0.024147312840288374,0.016753697589388692,0.02535332771706553
